ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,YEARS_EMPLOYED,CNT_CHILDREN_0,CNT_CHILDREN_1,CNT_CHILDREN_2,CNT_CHILDREN_3,CNT_CHILDREN_4,CNT_CHILDREN_5
274575008839,1,0,1,990000.0,0,1,1,1,1,0,0,0,10,3.0,33.0,6.0,0,15,0,0,0,0
774785008840,1,0,1,990000.0,0,1,1,1,1,0,0,0,10,3.0,33.0,6.0,0,1,0,0,0,0
929945008841,1,0,1,990000.0,0,1,1,1,1,0,0,0,10,3.0,33.0,6.0,0,0,0,0,0,0
506775008842,1,0,1,990000.0,0,1,1,1,1,0,0,0,10,3.0,33.0,6.0,0,7,0,0,0,0
132515008843,1,0,1,990000.0,0,1,1,1,1,0,0,0,10,3.0,33.0,6.0,0,4,0,0,0,0
861595008844,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
188885008846,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
832955008847,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
347775008849,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
249665008850,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
970905008851,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
794415008852,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
288905008853,1,1,1,275000.0,0,4,1,1,1,0,1,0,4,2.0,57.0,13.0,1,0,0,0,0,0
514085008854,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,3,0,0,0
179505008855,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,15,0,0,0
949435008856,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,3,0,0,0
630265008857,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,11,0,0,0
983165008858,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,8,0,0,0
273075008859,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,9,0,0,0
862565008860,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,9,0,0,0
559975008861,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,5,0,0,0
770295008862,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,13,0,0,0
340055008863,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,0,0,0,0
118385008864,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,7,0,0,0
119495008865,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,11,0,0,0
567985008866,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,16,0,0,0
886255008867,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,16,0,0,0
846355112846,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,4.0,44.0,9.0,0,0,5,0,0,0
458525008868,0,0,1,517000.0,2,4,0,1,1,0,0,0,3,3.0,45.0,20.0,0,10,0,0,0,0
797615008870,0,0,1,517000.0,2,4,0,1,1,0,0,0,3,3.0,45.0,20.0,0,9,0,0,0,0
251605008872,1,1,1,880000.0,0,4,1,1,1,0,1,0,16,2.0,46.0,15.0,1,0,0,0,0,0
991705008873,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,7,0,0,0
895095008874,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,16,0,0,0
419775008875,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,17,0,0,0
385385008876,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,15,0,0,0
955895008877,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,5,0,0,0
944025008878,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,5,0,0,0
944475008879,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,16,0,0,0
642195008880,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,15,0,0,0
255225008881,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,1,0,0,0
356475008882,0,0,1,308000.0,0,1,1,1,1,0,0,1,10,4.0,34.0,5.0,0,0,0,0,0,0
137585008884,0,0,1,770000.0,1,4,4,1,1,0,0,0,8,1.0,56.0,-0.0,1,0,0,0,0,0
598565008888,0,0,1,605000.0,0,1,2,4,1,0,0,0,3,1.0,47.0,4.0,1,0,0,0,0,0
921655008889,0,0,1,605000.0,0,1,2,4,1,0,0,0,3,1.0,47.0,4.0,1,0,0,0,0,0
956905008890,0,0,1,605000.0,0,1,2,4,1,0,0,0,3,1.0,47.0,4.0,1,0,0,0,0,0
398055112847,0,0,1,605000.0,0,1,2,4,1,0,0,0,3,1.0,47.0,4.0,1,0,0,0,0,0
688745008891,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
506165008892,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
912485008893,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
784925008894,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
986375008895,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
806925008896,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
679565008897,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
800255008898,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
841665008899,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
110695008900,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
675115008901,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
402145008902,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
648665008903,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
878365008904,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
721965008905,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
193115008906,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
363845008907,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
487715008908,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
299445008909,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
130765008910,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
196095008911,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
449695008912,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
727465008913,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
517665008914,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
253105008915,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
697695008916,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
296495008917,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
737495008918,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
867415008919,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
791945008920,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
348625008921,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
531085008922,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
277105008923,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
255175008924,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
930255008925,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
254365008926,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
304715008927,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
815135008928,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
108705008929,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
642415008930,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
896355008931,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
500965008932,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
276305008933,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
944605008934,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
565235008935,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
624965008936,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
995125008937,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
697915008938,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
706305008939,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
392425008940,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
220895008941,0,0,1,726000.0,0,4,3,4,1,0,0,0,8,1.0,43.0,9.0,1,0,0,0,0,0
811185008942,0,0,0,385000.0,0,1,1,1,1,0,1,0,6,2.0,38.0,14.0,1,0,0,0,0,0
470395008943,0,0,0,385000.0,0,1,1,1,1,0,1,0,6,2.0,38.0,14.0,1,0,0,0,0,0
924085008944,0,0,0,385000.0,0,1,1,1,1,0,1,0,6,2.0,38.0,14.0,1,0,0,0,0,0
557325008945,0,0,0,385000.0,0,1,1,1,1,0,1,0,6,2.0,38.0,14.0,1,0,0,0,0,0
406825008946,0,0,0,385000.0,0,1,1,1,1,0,1,0,6,2.0,38.0,14.0,1,0,0,0,0,0
606815008947,1,0,1,330000.0,4,4,1,1,1,1,1,0,4,2.0,43.0,4.0,1,0,0,0,0,0
200005008948,1,0,1,330000.0,4,4,1,1,1,1,1,0,4,2.0,43.0,4.0,1,0,0,0,0,0
280185008949,1,0,1,330000.0,4,4,1,1,1,1,1,0,4,2.0,43.0,4.0,1,0,0,0,0,0
648475008950,1,0,1,330000.0,4,4,1,1,1,1,1,0,4,2.0,43.0,4.0,1,0,0,0,0,0
282605008951,1,0,1,550000.0,4,4,1,1,1,0,0,0,8,3.0,29.0,8.0,0,2,0,0,0,0
241425008952,1,0,1,550000.0,4,4,1,1,1,0,0,0,8,3.0,29.0,8.0,0,12,0,0,0,0
240415008953,1,0,1,550000.0,4,4,1,1,1,0,0,0,8,3.0,29.0,8.0,0,12,0,0,0,0
891955008954,1,0,1,550000.0,4,4,1,1,1,0,0,0,8,3.0,29.0,8.0,0,14,0,0,0,0
916155008955,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
219965008956,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
759125008957,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
701435008958,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
395805008959,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
615195008960,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
519755008962,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
837315008963,0,1,1,330000.0,4,4,1,1,1,0,0,0,8,2.0,49.0,5.0,1,0,0,0,0,0
941745008966,1,0,1,385000.0,4,4,1,1,1,0,1,0,8,2.0,44.0,3.0,1,0,0,0,0,0
902495008967,1,0,1,385000.0,4,4,1,1,1,0,1,0,8,2.0,44.0,3.0,1,0,0,0,0,0
314655008971,1,0,1,385000.0,4,4,1,1,1,0,1,0,8,2.0,44.0,3.0,1,0,0,0,0,0
538905008973,1,0,1,385000.0,4,4,1,1,1,0,1,0,8,2.0,44.0,3.0,1,0,0,0,0,0
408555008974,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
160645008975,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
883445008976,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
768245008977,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
939085008978,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
302645008979,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
834635008980,0,0,1,275000.0,1,4,1,1,1,0,0,0,8,2.0,62.0,-0.0,1,0,0,0,0,0
113315008981,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
372025008983,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
983185008984,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
992795008986,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
329175008987,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
689515008988,1,1,1,275000.0,2,4,1,1,1,0,1,0,4,2.0,58.0,7.0,1,0,0,0,0,0
761785008991,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
309045008992,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
471095008993,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
161975008994,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
126255008995,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
297905112861,0,1,1,660000.0,4,4,2,1,1,1,1,0,1,1.0,46.0,4.0,1,0,0,0,0,0
351405008998,0,1,1,660000.0,4,1,1,1,1,0,0,1,10,2.0,30.0,3.0,1,0,0,0,0,0
131365008999,0,1,1,660000.0,4,1,1,1,1,0,0,1,10,2.0,30.0,3.0,1,0,0,0,0,0
664145009000,1,1,1,385000.0,4,4,1,1,1,0,0,0,4,2.0,28.0,3.0,1,0,0,0,0,0
352465009001,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
754105009002,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
863435009005,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
301955009006,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
134715009007,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
491295009008,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
108785009009,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
728515009010,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
365435009012,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
976135009014,1,0,1,407000.0,4,4,1,1,1,1,1,0,8,2.0,52.0,18.0,1,0,0,0,0,0
277325009016,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,17,0,0,0
413105009018,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,7,0,0,0
582715009019,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,5,0,0,0
270215009020,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,9,0,0,0
399925009022,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,6,0,0,0
478615009023,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,4,0,0,0
124005009024,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,8,0,0,0
685655009025,0,0,1,528000.0,2,1,1,1,1,0,0,1,3,4.0,43.0,9.0,0,0,16,0,0,0
272325009027,0,1,1,660000.0,0,4,1,1,1,0,0,1,8,2.0,55.0,30.0,1,0,0,0,0,0
447455112862,0,1,1,660000.0,0,4,1,1,1,0,0,1,8,2.0,55.0,30.0,1,0,0,0,0,0
143735009028,0,1,1,550000.0,0,4,1,1,1,0,0,0,8,2.0,40.0,8.0,1,0,0,0,0,0
468925009029,0,1,1,550000.0,0,4,1,1,1,0,0,0,8,2.0,40.0,8.0,1,0,0,0,0,0
669975009031,0,0,1,770000.0,4,4,3,1,1,0,0,0,0,1.0,29.0,4.0,1,0,0,0,0,0
661025009032,0,0,1,770000.0,4,4,3,1,1,0,0,0,0,1.0,29.0,4.0,1,0,0,0,0,0
691725009033,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
269855009034,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
814175009035,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
424755009036,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
312825009037,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
233465009038,0,0,0,623700.0,1,2,0,4,1,0,0,0,3,2.0,52.0,-0.0,1,0,0,0,0,0
860235009039,0,0,1,385000.0,4,4,3,1,1,0,0,0,3,3.0,40.0,2.0,0,0,15,0,0,0
568825009040,0,0,1,385000.0,4,4,3,1,1,0,0,0,3,3.0,40.0,2.0,0,0,4,0,0,0
176375009042,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
643595009043,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
486345009044,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
732625009045,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
785785009046,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
841835009047,0,0,1,363000.0,4,1,1,1,1,0,0,0,3,2.0,49.0,3.0,1,0,0,0,0,0
903505009050,0,0,1,495000.0,4,1,1,1,1,0,0,1,3,4.0,31.0,7.0,0,0,0,0,0,0
683395009051,0,0,1,495000.0,4,1,1,1,1,0,0,1,3,4.0,31.0,7.0,0,0,6,0,0,0
747955009052,0,0,1,495000.0,4,1,1,1,1,0,0,1,3,4.0,31.0,7.0,0,0,15,0,0,0
814775009053,0,0,1,495000.0,4,1,1,1,1,0,0,1,3,4.0,31.0,7.0,0,0,10,0,0,0
443865009055,0,0,1,495000.0,4,1,1,1,1,0,0,1,3,4.0,31.0,7.0,0,0,16,0,0,0
815255009056,1,0,1,495000.0,4,4,3,1,1,1,0,0,4,1.0,25.0,3.0,1,0,0,0,0,0
477645009057,1,0,1,495000.0,4,4,3,1,1,1,0,0,4,1.0,25.0,3.0,1,0,0,0,0,0
533435009058,0,1,1,275000.0,0,4,3,1,1,0,1,1,12,1.0,21.0,3.0,1,0,0,0,0,0
142525009060,0,0,1,231000.0,1,1,1,1,1,0,1,0,3,2.0,62.0,-0.0,1,0,0,0,0,0
396985009062,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
652135009063,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
826735009064,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
317925009065,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
853035009066,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
751855009067,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
901975009068,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
790355009069,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
793495009070,1,1,1,770000.0,4,4,0,1,1,0,0,0,14,2.0,29.0,6.0,1,0,0,0,0,0
495985009071,0,1,1,660000.0,0,2,0,2,1,0,1,1,6,2.0,29.0,9.0,1,0,0,0,0,0
161765009072,0,1,1,660000.0,0,2,0,2,1,0,1,1,6,2.0,29.0,9.0,1,0,0,0,0,0
409905009074,0,1,1,1100000.0,2,1,1,1,1,0,1,1,3,3.0,49.0,2.0,0,7,0,0,0,0
